NAME,OWNER,ADDRESS,SUBURB,STATE,LATITUDE,LONGITUDE
BP Express Condell Park,BP,228-232 Edgar Street,Condell Park,New South Wales,-33.9224369999999,151.012591
BP Campsie,BP,63-65 Bexley Road,Campsie,New South Wales,-33.9223679999999,151.106756
BP Connect Kingsford,BP,358-370 Anzac Parade,Kingsford,New South Wales,-33.91975,151.22686
BP Connect Wiley Park,BP,34-42 King Georges Road,Wiley Park,New South Wales,-33.9194679999999,151.066789
BP Connect Sydenham,BP,14 Grove Street,St Peters,New South Wales,-33.9162449999999,151.172808
Georges Hall,7-Eleven Pty Ltd,48 Surrey Avenue,Georges Hall,New South Wales,-33.9153699999999,150.997593
BP Express Warwick Farm,BP,6 Hume Highway,Warwick Farm,New South Wales,-33.914346,150.93079
BP Express St Peters,BP,2 Princes Highway,St Peters,New South Wales,-33.909823,151.180997
BP Yagoona,BP,405-407 Hume Highway,Yagoona,New South Wales,-33.909037,151.029136
BP West Yagoona,BP,738-742 Hume Highway,Yagoona,New South Wales,-33.9048559999999,151.01149
BP Belfield,BP,53-57 Punchbowl Road,Belfield,New South Wales,-33.902502,151.082535
BP Erskinville,BP,27-33 Erskineville Road,Newtown,New South Wales,-33.8988899999999,151.182169
BP Connect Cabramatta,BP,399 Cabramatta Road West,Cabramatta,New South Wales,-33.898516,150.920356
BP Express Croydon Park,BP,236-240 Georges River Road,Croydon Park,New South Wales,-33.8964139999999,151.105273
BP Railway,BP,208-220 Cabramatta Road West,Cabramatta,New South Wales,-33.896158,150.936495
Grenfell,Matilda Fuels,83 Camp Street,Grenfell,New South Wales,-33.89582,148.16506
BP Connect Bondi,BP,185 Bondi Road,Bondi,New South Wales,-33.8943229999999,151.264769
BP Connect Bonnyrigg,BP,451 North Liverpool Road,Bonnyrigg Heights,New South Wales,-33.89417,150.857842
BP Lansvale,BP,115 Liverpool Road,Canley Vale,New South Wales,-33.8937069999999,150.958806
BP Connect Regent Street,BP,104-116 Regent Street,Redfern,New South Wales,-33.893683,151.199521
BP Potts Hill Truckstop,BP,155-159 Rookwood Road,Yagoona,New South Wales,-33.893324,151.039095
BP Summer Hill,BP,3 Carlton Crescent,Summer Hill,New South Wales,-33.8924069999999,151.143079
BP Surry Hills,BP,411-417 Cleveland Street,Redfern,New South Wales,-33.8918389999999,151.213253
BP Connect Woollahra,BP,39 Vernon Street,Woollahra,New South Wales,-33.889899,151.247432
BP Enfield,BP,184-188 Liverpool Road,Enfield,New South Wales,-33.8872299999999,151.09779
BP Connect Camperdown,BP,25 Parramatta Road,Camperdown,New South Wales,-33.886315,151.179632
BP Haberfield,BP,97 Ramsay Street,Haberfield,New South Wales,-33.881635,151.140193
BP Carrington,BP,183 The Horsley Drive,Fairfield East,New South Wales,-33.877849,150.966158
BP Connect Ashfield,BP,584 Parramatta Road,Croydon,New South Wales,-33.87395,151.126701
BP Fairfield,BP,130 Hamilton Road,Fairfield,New South Wales,-33.8726109999999,150.945912
BP Express Rose Bay,BP,595 Old South Head Road,Rose Bay,New South Wales,-33.8692349999999,151.277246
BP Connect Rozelle,BP,86-102 Victoria Road,Rozelle,New South Wales,-33.8653219999999,151.17158
BP Wallacia,BP,1595-1597 Mulgoa Road,Wallacia,New South Wales,-33.8641729999999,150.640741
BP Darling Street,BP,551-555 Darling Street,Rozelle,New South Wales,-33.859166,151.171677
BP Smithfield,BP,846 The Horsley Drive,Smithfield,New South Wales,-33.85157,150.925646
BP Wetherill Park,BP,1181 The Horsley Drive,Wetherill Park,New South Wales,-33.849572,150.901125
BP Horsley Park,BP,1642 The Horsley Drive,Horsley Park,New South Wales,-33.8438449999999,150.863198
BP Auburn,BP,179 Parramatta Road,Auburn,New South Wales,-33.8411369999999,151.035958
BP Express Merrylands,BP,65 Kenyons Road,Merrylands West,New South Wales,-33.836823,150.968416
BP Silverwater,BP,51 Egerton Street,Silverwater,New South Wales,-33.836286,151.047815
BP Southbridge,BP,186 Main North Road,Clare,South Australia,-33.836286,138.61418
BP Grenfell Road,BP,11 Grenfell Road,Cowra,New South Wales,-33.834381,148.673379
BP Connect Mosman,BP,40-42 Avenue Road,Mosman,New South Wales,-33.832011,151.237302
BP Granville,BP,27-31 Woodville Road,Granville,New South Wales,-33.830928,151.004151
BP Clare,BP,323 Main North Road,Clare,South Australia,-33.8300189999999,138.608636
BP Greystanes,BP,2 Kippax Street,Greystanes,New South Wales,-33.827906,150.937922
BP Express Northwood,BP,9 Northwood Road,Longueville,New South Wales,-33.82453,151.172579
BP Express Mosman,BP,171-175 Ourimbah Road,Mosman,New South Wales,-33.8210569999999,151.233292
BP Connect Naremburn,BP,169 Willoughby Road,Naremburn,New South Wales,-33.8200179999999,151.201178
BP Connect Rosehill,BP,123 Hassall Street,Rosehill,New South Wales,-33.819495,151.021194
BP Mays Hill,BP,149-151 Great Western Highway,Mays Hill,New South Wales,-33.819423,150.98931
BP Victoria Road,BP,898-902 Victoria Road,West Ryde,New South Wales,-33.8118689999999,151.094692
BP Express Lane Cove,BP,62 Epping Road,Lane Cove,New South Wales,-33.8110839999999,151.164148
BP Express Rydalmere,BP,265 Victoria Road,Rydalmere,New South Wales,-33.810933,151.032802
BP Express Tower,BP,498-500 Willoughby Road,Willoughby,New South Wales,-33.8102289999999,151.199314
BP Wentworthville,BP,55-57 Station Street,Wentworthville,New South Wales,-33.8091719999999,150.971337
BP Express West Ryde,BP,1233 Victoria Road,West Ryde,New South Wales,-33.8066739999999,151.070954
BP Connect Parramatta,BP,433-437 Church Street,Parramatta,New South Wales,-33.804998,151.005554
BP Express Dundas,BP,256 Kissing Point Road,Dundas Valley,New South Wales,-33.798849,151.054566
BP Denistone East,BP,295 Quarry Road,Ryde,New South Wales,-33.795807,151.102919
Fox Hills ,BP,152 Toongabbie Road,Girraween,New South Wales,-33.7956139999999,150.939038
BP Connect Balgowlah,BP,487 Sydney Road,Balgowlah,New South Wales,-33.7954379999999,151.255933
BP Express Willoughby,BP,316 Penshurst Street,Willoughby,New South Wales,-33.793776,151.19587
BP Manly,BP,131-139 Pittwater Road,Manly,New South Wales,-33.790352,151.28482
BP Castle Cove,BP,327 Eastern Valley Way,Middle Cove,New South Wales,-33.784846,151.200897
BP Connect Minchinbury,BP,1055 Great Western Highway,Minchinbury,New South Wales,-33.782117,150.824513
BP Connect Chatsworth,BP,115-119 Mamre Road,St Marys,New South Wales,-33.7813229999999,150.771089
BP North Manly,BP,504 Pittwater Road,North Manly,New South Wales,-33.775121,151.270878
BP Express Jamisontown,BP,124-128 Mulgoa Road,Jamisontown,New South Wales,-33.7697699999999,150.676503
BP North Rocks,BP,369 North Rocks Road,Carlingford,New South Wales,-33.769176,151.03205
BP Seven Hills,BP,156 Prospect Highway,Seven Hills,New South Wales,-33.7691139999999,150.941546
BP Werrington,BP,569 Great Western Highway,Werrington,New South Wales,-33.768071,150.758375
BP Connect Seven Hills,BP,26 Abbott Road,Seven Hills,New South Wales,-33.7672459999999,150.952063
BP Allambie Heights,BP,132 Allambie Road,Allambie Heights,New South Wales,-33.765091,151.249673
BP Connect Carlingford,BP,712-714 Pennant Hills Road,Carlingford,New South Wales,-33.763676,151.047281
BP Centre,BP,45 Yanko Road,West Pymble,New South Wales,-33.762075,151.128509
BP Baulkham Hills West,BP,134 Seven Hills Road,Baulkham Hills,New South Wales,-33.761607,150.974059
BP Connect St Marys,BP,2B Kurrajong Road,North St Marys,New South Wales,-33.760217,150.78186
BP Forestville,BP,632 Warringah Road,Forestville,New South Wales,-33.7600189999999,151.214383
BP Oakes,BP,48-50 Aiken Road,West Pennant Hills,New South Wales,-33.754156,151.040597
BP Sunnyholt,BP,154 Sunnyholt Road,Kings Park,New South Wales,-33.751763,150.915249
BP South Turramurra,BP,213 Kissing Point Road,South Turramurra,New South Wales,-33.748505,151.111942
BP Connect Woodcroft,BP,1 Woodcroft Drive,Woodcroft,New South Wales,-33.7479539999999,150.879799
BP Blaxland,BP,67 Old Bathurst Road,Blaxland,New South Wales,-33.7459979999999,150.622451
BP Express Penrith,BP,2209-2213 Castlereagh Road,Penrith,New South Wales,-33.743844,150.692572
BP Express Pymble,BP,1103 Pacific Highway,Pymble,New South Wales,-33.740425,151.137983
BP Connect Glendenning,BP,646 Richmond Road,Glendenning,New South Wales,-33.7376189999999,150.853223
BP Connect Norwest,BP,2 Celebration Drive,Bella Vista,New South Wales,-33.7321739999999,150.943858
BP Connect Thornleigh,BP,244-250 Pennant Hills Road,Thornleigh,New South Wales,-33.7308389999999,151.080644
BP Shalvey,BP,481 Luxford Road,Shalvey,New South Wales,-33.729477,150.805292
BP Normanhurst,BP,155 Pennant Hills Road,Normanhurst,New South Wales,-33.724679,151.090084
BP Connect Quakers Hill,BP,45 Hambledon Road,Quakers Hill,New South Wales,-33.717457,150.892035
BP Connect Kellyville,BP,19-21 Windsor Road,Kellyville,New South Wales,-33.712846,150.959152
BP Express Hornsby,BP,84 George Street,Hornsby,New South Wales,-33.702147,151.099691
BP Springwood,BP,1-5 Peninsula Road,Valley Heights,New South Wales,-33.701839,150.581894
BP Dural,BP,582 Old Northern Road,Dural,New South Wales,-33.695702,151.028347
BP 2Go Asquith,BP,462 Pacific Highway,Asquith,New South Wales,-33.6898919999999,151.106054
BP Express Mona Vale,BP,1721-1723 Pittwater Road,Mona Vale,New South Wales,-33.6804539999999,151.302364
BP Express Peninsula,BP,24 Barrenjoey Road,Mona Vale,New South Wales,-33.676707,151.309003
Riverstone ,BP,196-200 Riverstone Parade,Riverstone,New South Wales,-33.66451,150.854772
BP Avalon,BP,662-664 Barrenjoey Road,Avalon,New South Wales,-33.625934,151.334489
Oakville ,BP,225 Saunders Road,Oakville,New South Wales,-33.615669,150.874482
BP Mcgraths Hill,BP,126 Windsor Road,McGraths Hill,New South Wales,-33.615352,150.833353
BP Maraylya,BP,345 Pitt Town Road,Maraylya,New South Wales,-33.593694,150.916813
Pitt Town Convenience Store,BP,71 Bathurst Street,Pitt Town,New South Wales,-33.5867469999999,150.859682
BP North Richmond,BP,3 Bells Line Of Road,North Richmond,New South Wales,-33.583085,150.72235
Nangar ,BP,76 Rodd Street,Canowindra,New South Wales,-33.561452,148.667872
BP Kurmond,BP,501-509 Bells Line Of Road,Kurmond,New South Wales,-33.550945,150.691164
BP North Wilberforce,BP,362 Putty Road,Wilberforce,New South Wales,-33.5284339999999,150.830006
BP Woy Woy,BP,79-83 Rawson Road,Woy Woy,New South Wales,-33.493793,151.320166
Village Store,BP,11-13 Vale Road,Perthville,New South Wales,-33.4865609999999,149.5471
Go 24 Kelso,BP,63 Sydney Road,Kelso,New South Wales,-33.419259,149.607611
Go 24 Stewart Street,BP,257 Stewart Street,Bathurst,New South Wales,-33.417434,149.569175
BP Forbes,BP,29 Dowling Street,Forbes,New South Wales,-33.3811969999999,148.010028
Crouch Rural,Independent Fuel Supplies,26 Brandis Street,Crystal Brook,South Australia,-33.353753,138.20852
BP Crystal Brook Eyre Road,BP,68 Eyre Road,Crystal Brook,South Australia,-33.349736976,138.206076281
BP Bungama,BP,Princes Highway,Bungama,South Australia,-33.200718018,138.086515969
BP Port Pirie,BP,328 Senate Road,Port Pirie,South Australia,-33.198385,137.997277
Lake Munmorah,United,335 Pacific Highway,Lake Munmorah,New South Wales,-33.190109,151.567871
BP Port Pirie Ellen Street,BP,200 Ellen Street,Port Pirie,South Australia,-33.1802729999999,138.011348
BP McRitchie,BP,21-33 McRitchie Crescent,Whyalla,South Australia,-33.020251,137.525965
BP Port Augusta Truckstop,BP,Lot 3 Eyre Highway,Port Augusta,South Australia,-32.5087169999999,137.796686
Corrigin ,BP,Lot 290 Walton Street,Corrigin,Western Australia,-32.333185929,117.87340154
Dubbo ,BP,105 Erskine Street,Dubbo,New South Wales,-32.2440538239999,148.610086188
BP Norseman,BP,Coolgardie-Esperance Highway and Eyre Highway,Norseman,Western Australia,-32.185824,121.779547
Ceduna Fuel & Tyres,BP,28 McKenzie Street,Ceduna,South Australia,-32.126112,133.677094
BP Hawker,BP,40 Elder Terrace,Hawker,South Australia,-31.889833,138.423743
BP Bruce Rock,BP,Lot 384 Johnson Street,Bruce Rock,Western Australia,-31.8744619999999,118.149349
