NAME,OWNER,ADDRESS,SUBURB,STATE,LATITUDE,LONGITUDE
Independent Normanville,Independent Fuel Supplies,81-83 Main Road,Normanville,South Australia,-35.4471629999999,138.318421
Caltex Ulladulla,Caltex,62 Deering Street,Ulladulla,New South Wales,-35.362786,150.473559
Caltex Jerilderie,Caltex,146-148 Jerilderie Street,Jerilderie,New South Wales,-35.359096,145.739549
Safeway Caltex Swan Hill,Caltex,112 Beveridge Street,Swan Hill,Victoria,-35.3393349999999,143.557773
Independent Wellington,Independent Fuel Supplies,Lot 97 Langhorne Creek Road,Wellington,South Australia,-35.3322709999999,139.38094
Independent Milton,Independent Fuel Supplies,59 Princes Highway,Milton,New South Wales,-35.3150199999999,150.434064
Woolworths Caltex Tumut,Caltex,29 Fitzroy Street,Tumut,New South Wales,-35.300062,148.224294
Caltex Strathalbyn,Caltex,Milnes Road and Dunreath Road,Strathalbyn,South Australia,-35.268502,138.895125
Independent Murrayville,Independent Fuel Supplies,11-13 McKenzie Street,Murrayville,Victoria,-35.263474,141.185094
Caltex Sussex Inlet,Caltex,1 Jacobs Drive,Sussex Inlet,New South Wales,-35.1583259999999,150.584042
Independent Gundagai,Independent Fuel Supplies,105-109 Eagle Street,South Gundagai,New South Wales,-35.083905,148.096122
Caltex Woolworths Mount Barker,Caltex,70 Wellington Road,Mount Barker,South Australia,-35.081131,138.867847
Caltex Ouyen,7-Eleven Pty Ltd,15 Farrell Street,Ouyen,Victoria,-35.069558,142.319555
Caltex Gundagai,Caltex,223 Sheridan Street,Gundagai,New South Wales,-35.0635849999999,148.103321
Caltex Piangil,Caltex,82 Murray Street,Piangil,Victoria,-35.053694,143.310243
Caltex Littlehampton,Caltex,87 North Terrace,Littlehampton,South Australia,-35.047895,138.866127
Ampol Huskisson,Ampol,Lot 82 Tomerong Street,Huskisson,New South Wales,-35.034657,150.665817
Caltex Albany,Caltex,269 York Street,Albany,Western Australia,-35.02183,117.883025
Caltex Albany,Caltex,204 North Road,Albany,Western Australia,-35.005618,117.874551
Woolworths Caltex Brooks Garden Albany,Caltex,177-191 South Coast Highway,Milpara,Western Australia,-34.988578,117.876343
Ampol Walpole,Ampol,27-29 Nockolds Street,Walpole,Western Australia,-34.976683,116.730399
Caltex Denmark,Caltex,69 South Coast Highway,Denmark,Western Australia,-34.961873,117.351258
Port Lincoln,7-Eleven Pty Ltd,Jubilee Drive,Port Lincoln,South Australia,-34.743748,135.871946
Woolworths Caltex Port Lincoln,Caltex,19 Mortlock Terrace,Port Lincoln,South Australia,-34.7250559999999,135.858817
Caltex Port Lincoln,Caltex,17 Lewis Street,Port Lincoln,South Australia,-34.719686,135.855118
Woolworths Caltex Cootamundra,Caltex,88 Murray Street,Cootamundra,New South Wales,-34.6363039999999,148.024957
Sedan,Caltex,5 Sedan-Swan Reach Road,Sedan,South Australia,-34.5730359999999,139.296604
Woolworths Caltex Bowral,Caltex,2 Banyette Street,Bowral,New South Wales,-34.481143,150.415473
Caltex Mittagong,Caltex,65 Bowral Road,Mittagong,New South Wales,-34.4525189999999,150.438125
Independent Loxton,Caltex,15 Bookpurnong Road,Loxton,South Australia,-34.44695,140.579537
Independent Bremer Bay,Independent Fuel Supplies,1 Mary Street,Bremer Bay,Western Australia,-34.3922679999999,119.380242
Ampol Blanchetown,Ampol,8989 Sturt Highway,Paisley,South Australia,-34.3287559999999,139.626288
Caltex Augusta,Caltex,64 Blackwood Avenue,Augusta,Western Australia,-34.3158329999999,115.159249
Caltex Red Cliffs,Caltex,1 Indi Avenue,Red Cliffs,Victoria,-34.3067849999999,142.186781
Caltex Red Cliffs,Caltex,18 Jacaranda Street,Red Cliffs,Victoria,-34.3053629999999,142.186279
Caltex Yamba,Caltex,Lot 347 Sturt Highway,Yamba,South Australia,-34.26093,140.862236
Caltex Irymple,Caltex,2090 Fifteenth Street,Irymple,Victoria,-34.231419,142.165301
Caltex Mildura,7-Eleven Pty Ltd,1503-1505 Walnut Avenue,Mildura,Victoria,-34.202641,142.130819
Caltex Mildura,Caltex,214-216 Deakin Avenue,Mildura,Victoria,-34.192944,142.153856
Caltex Mildura,Independent Fuel Supplies,124 Langtree Avenue,Mildura,Victoria,-34.1872089999999,142.158438
Safeway Caltex Mildura,Caltex,114 Lime Avenue,Mildura,Victoria,-34.186073,142.157772
Caltex Mildura,Caltex,122 Ontario Avenue,Mildura,Victoria,-34.1798715479999,142.148130825
Caltex Renmark,Caltex,143 Eighteenth Street,Renmark,South Australia,-34.175983,140.745766
Woolworths Caltex Renmark,Caltex,202-206 Renmark Avenue,Renmark,South Australia,-34.1753019999999,140.744855
Caltex Buronga,Caltex,1-3 Sturt Highway,Buronga,New South Wales,-34.171117,142.182328
Independent Dareton,Independent Fuel Supplies,18 Tapio Street,Coomealla,New South Wales,-34.096356,142.043022
Independent Morgan,Caltex,11 High Street,Morgan,South Australia,-34.03331,139.666258
Ampol Bridgetown,Ampol,167 Hampton Street,Bridgetown,Western Australia,-33.9572659999999,116.136917
Ampol Bridgetown,Independent Fuel Supplies,183 Hampton Street,Bridgetown,Western Australia,-33.9550429999999,116.136222
Independent Hopetoun,Independent Fuel Supplies,97 Veal Street,Hopetoun,Western Australia,-33.9439159999999,120.126057
Caltex Woolworths Esperance,Caltex,59 Dempster Street,Esperance,Western Australia,-33.8579829999999,121.894032
Caltex Castletown Esperance,Caltex,49 Norseman Road,Castletown,Western Australia,-33.8380769999999,121.899807
Caltex Oberon,Shell,187 Oberon Street,Oberon,New South Wales,-33.703481,149.854605
Caltex Katanning,Caltex,152-154 Clive Street,Katanning,Western Australia,-33.693029,117.552955
Independent Cowell,Shell,47-49 Main Street,Cowell,South Australia,-33.683104,136.922288
Caltex Busselton,Caltex,115 Strelly Street,Busselton,Western Australia,-33.667544,115.350029
Caltex Busselton West,Caltex,259 Bussell Highway,West Busselton,Western Australia,-33.6573079999999,115.311682
Woolworths Caltex Busselton,Caltex,36 Duchess Street,Busselton,Western Australia,-33.649558,115.342621
Caltex Blayney,Caltex,140 Adelaide Street,Blayney,New South Wales,-33.527976,149.256475
Caltex Gelorup,Caltex,39 Bussell Highway,Gelorup,Western Australia,-33.3929249999999,115.641653
Caltex Collie,Caltex,124 Throssell Street,Collie,Western Australia,-33.359654,116.152683
Ampol Waterloo,Ampol,14755 South Western Highway,Picton East,Western Australia,-33.3396999999999,115.723149
Woolworths Caltex Bunbury,Caltex,142-146 Sandridge Road,East Bunbury,Western Australia,-33.3382589999999,115.658934
Caltex Bunbury,Caltex,1 Strickland Street,Bunbury,Western Australia,-33.336715,115.641425
Woolworths Caltex Eaton,Caltex,8 Cassowary Bend,Eaton,Western Australia,-33.319762,115.716929
Caltex Eaton,Caltex,1 Pratt Road,Eaton,Western Australia,-33.3111099999999,115.696625
Caltex Orange,Caltex,48-52 Peisley Street,Orange,New South Wales,-33.293958,149.101969
Caltex Lake Cargelligo,Caltex,106 Canada Street,Lake Cargelligo,New South Wales,-33.293292,146.372459
Woolworths Caltex Orange,Caltex,357-361 Summer Street,Orange,New South Wales,-33.284481,149.105359
Caltex Orange,Caltex,74 Summer Street,Orange,New South Wales,-33.283127,149.094161
Woolworths Caltex Parkes,Caltex,78 Currajong Street,Parkes,New South Wales,-33.1336029999999,148.175263
Caltex Parkes,Caltex,352-360 Clarinda Street,Parkes,New South Wales,-33.13321,148.173712
Condobolin,Caltex,20 Lachlan Street,Condobolin,New South Wales,-33.0898789999999,147.151228
Caltex Harvey,Caltex,46-48 South Western Highway,Harvey,Western Australia,-33.082526,115.905335
Woolworths Caltex Whyalla,Caltex,7-9 Ekblom Street,Whyalla,South Australia,-33.027778,137.534803
Caltex Narrogin,Caltex,10-12 Clayton Road,Narrogin,Western Australia,-32.9308,117.176962
Caltex Waroona,Caltex,32-34 South Western Highway,Waroona,Western Australia,-32.840023,115.920551
Independent Streaky Bay,Independent Fuel Supplies,3 Bay Road,Streaky Bay,South Australia,-32.7966089999999,134.210822
Caltex Dawesville,Caltex,2141 Old Coast Road,Bouvard,Western Australia,-32.720087,115.670339
Caltex Mudgee,Caltex,46-64 Castlereagh Highway,Mudgee,New South Wales,-32.610518,149.601648
Caltex Woolworths Mudgee,Caltex,114-118 Church Street,Mudgee,New South Wales,-32.594299,149.587601
Caltex Falcon,Caltex,2 Baroy Street,Falcon,Western Australia,-32.581111,115.661386
Caltex Erskine,Caltex,112 Oakleigh Drive,Erskine,Western Australia,-32.560213,115.689474
Woolworths Caltex Mandurah,Caltex,330 Pinjarra Road,Mandurah,Western Australia,-32.5363179999999,115.740522
Caltex Mandurah,Caltex,26 Rafferty Road,Mandurah,Western Australia,-32.518076,115.747447
Caltex Mandurah,Caltex,2 Rafferty Road,Mandurah,Western Australia,-32.5173183009999,115.743861706
Woolworths Caltex Mandurah,Caltex,12 Magenta Terrace,Mandurah,Western Australia,-32.5095449999999,115.74086
Caltex Secret Harbour,Caltex,420 Secret Harbour Boulevard,Secret Harbour,Western Australia,-32.4071279999999,115.759332
Independent Serpentine,Independent Fuel Supplies,South Western Highway and Falls Road,Serpentine,Western Australia,-32.3648689999999,115.991811
Independent Gulgong,Independent Fuel Supplies,45 Medley Street,Gulgong,New South Wales,-32.3609499999999,149.532715
Caltex Baldivis,Caltex,614 Baldivis Road,Baldivis,Western Australia,-32.3308729999999,115.820897
Caltex Woolworths Warnbro,Caltex,2 Bristol Street,Warnbro,Western Australia,-32.328947,115.758812
Independent Mundijong,Independent Fuel Supplies,20-24 Paterson Street,Mundijong,Western Australia,-32.295626,115.985453
Caltex Woolworths Rockingham,Caltex,29 Dixon Road,Rockingham,Western Australia,-32.2768629999999,115.749901
Caltex Kwinana,Caltex,Mandurah Road and Beach Street,Kwinana Beach,Western Australia,-32.2455146249999,115.782530375
Woolworths Caltex Kwinana,Caltex,8A Chisham Avenue,Kwinana Town Centre,Western Australia,-32.2445529999999,115.815578
Caltex Byford,Caltex,South Western Highway and Nettleton Road,Byford,Western Australia,-32.226372,116.00805
Caltex Penong,Caltex,Eyre Highway,Penong,South Australia,-31.928263,133.009621
Woolworths Caltex Joondalup,Caltex,189 Winton Road,Joondalup,Western Australia,-31.744569,115.76321
Woolworths Caltex Currambine,Caltex,Shenton Avenue and Cuba Way,Currambine,Western Australia,-31.7421919999999,115.740361
Caltex Woolworths Joondalup,Caltex,8 Dwyer Turn,Joondalup,Western Australia,-31.741162,115.764167
Caltex Gilgandra,Caltex,6425 Newell Highway,Gilgandra,New South Wales,-31.7255249999999,148.653018
Caltex Woolworths Clarkson,Caltex,7 Ocean Keys Boulevard,Clarkson,Western Australia,-31.6892369999999,115.715429
Woolworths Caltex Northam,Caltex,86 Wellington Street,Northam,Western Australia,-31.655114,116.671535
Caltex Northam,Caltex,Peel Terrace and Duke Street East,Northam,Western Australia,-31.649909,116.677227
Caltex Nowergup,Caltex,2624 Wanneroo Road,Nowergup,Western Australia,-31.625796,115.718745
Caltex Toodyay,Caltex,Toodyay Road and Goomalling-Toodyay Road,Toodyay,Western Australia,-31.555486,116.475565
Ampol Toodyay,Ampol,Stirling Terrace and Harper Road,Toodyay,Western Australia,-31.550466,116.464466
Caltex Chittering,Caltex,5066 Great Northern Highway,Chittering,Western Australia,-31.4651469999999,116.053632
Caltex Bindoon,Caltex,7 Binda Place,Bindoon,Western Australia,-31.385507,116.095649
Caltex Walcha,Caltex,50E Fitzroy Street,Walcha,New South Wales,-30.985924,151.595989
Independent Walcha,Caltex,108 West Fitzroy Street,Walcha,New South Wales,-30.984135,151.587532
Independent Wongan Hills,Independent Fuel Supplies,244 Wongan Road,Wongan Hills,Western Australia,-30.890388,116.714917
Caltex Kalgoorlie,Caltex,2 Cunningham Drive,West Kalgoorlie,Western Australia,-30.780834,121.433762
Caltex Kalgoorlie,Caltex,581 Hannan Street,Somerville,Western Australia,-30.7647019999999,121.452803
Woolworths Caltex Kalgoorlie,Caltex,104 Brookman Street,Kalgoorlie,Western Australia,-30.74841,121.468754
Caltex Uralla,Caltex,103 Bridge Street,Uralla,New South Wales,-30.6454259999999,151.493504
Caltex Guyra,Independent Fuel Supplies,87-89 Bradley Street,Guyra,New South Wales,-30.217282,151.672273
Bogas Bourke,Independent Fuel Supplies,87 Mitchell Street,Bourke,New South Wales,-30.0894099999999,145.944526
Independent Walgett,Independent Fuel Supplies,110 Fox Street,Walgett,New South Wales,-30.025947,148.115578
Caltex Inverell,Caltex,141 Otho Street,Inverell,New South Wales,-29.7781459999999,151.114535
Woolworths Caltex Inverell,Caltex,262 Byron Street,Inverell,New South Wales,-29.768475,151.118502
Caltex Moree,Caltex,Lot 10 Tycannah Street,Moree,New South Wales,-29.486463,149.852035
Caltex Moree,Caltex,343 Frome Street,Moree,New South Wales,-29.473331,149.842645
Caltex Moree,Caltex,304 Frome Street,Moree,New South Wales,-29.4715869999999,149.843321
Woolworths Caltex Moree,Caltex,211-213 Balo Street,Moree,New South Wales,-29.466942,149.841207
Caltex Lightning Ridge,Caltex,1 Morilla Street,Lightning Ridge,New South Wales,-29.4292399999999,147.974752
Independent Mungindi,Independent Fuel Supplies,36 Street George Street,Mungindi,New South Wales,-28.9782939999999,148.998315
Caltex Lennox Head,Caltex,44-48 Byron Street,Lennox Head,New South Wales,-28.7918969999999,153.588339
Caltex Geraldton,Caltex,50 Rifle Range Road,Rangeway,Western Australia,-28.7844069999999,114.629344
Independent Moonyoonooka,Independent Fuel Supplies,753 Geraldton-Mount Magnet Road,Moonyoonooka,Western Australia,-28.782181,114.722339
Caltex Geraldton,Caltex,295 Marine Terrace,Geraldton,Western Australia,-28.7770629999999,114.603681
Woolworths Caltex Geraldton,Caltex,59 Cathedral Avenue,Geraldton,Western Australia,-28.7758929999999,114.61118
Caltex Geraldton,Caltex,120 Flores Road,Webberton,Western Australia,-28.751175454,114.628735609
Caltex Geraldton,Caltex,381-385 Chapman Road,Bluff Point,Western Australia,-28.741459,114.6224
Ampol Bonalbo,Independent Fuel Supplies,62 Woodenbong Road,Bonalbo,New South Wales,-28.7357769999999,152.622376
Caltex Sunset Beach Geraldton,Caltex,620 Chapman Road,Glenfield,Western Australia,-28.719736,114.627298
Caltex Kyogle,Caltex,22-26 Summerland Way,Kyogle,New South Wales,-28.618039,153.003859
Caltex Beaudesert,Caltex,34 Telemon Street,Beaudesert,Queensland,-27.995626,152.991089
Caltex Beaudesert South,Caltex,2 Telemon Street,Beaudesert,Queensland,-27.9915999999999,152.993698
IFS Beaudesert,Independent Fuel Supplies,3 Telemon Street,Beaudesert,Queensland,-27.9890799999999,152.994453
Woolworths Caltex Southport Park,Caltex,163 Ferry Road,Southport,Queensland,-27.986029,153.408644
Ampol Beaudesert,Ampol,106 Brisbane Street,Beaudesert,Queensland,-27.98358,152.994873
Caltex Beaudesert,Caltex,205 Brisbane Street,Beaudesert,Queensland,-27.9781209999999,152.993896
Woolworths Caltex Australia Fair,Caltex,64 Ferry Road,Southport,Queensland,-27.9768359999999,153.411509
Caltex Ashmore,Independent Fuel Supplies,323 Southport-Nerang Road,Southport,Queensland,-27.976032,153.381531
Caltex Southport,Caltex,152 Smith Street,Southport,Queensland,-27.9621959999999,153.395365
Caltex Woolworths Labrador North,Caltex,150 Brisbane Road,Labrador North,Queensland,-27.935017,153.390912
Caltex Woolworths Coombabah,Caltex,384 Oxley Drive,Coombabah,Queensland,-27.9121539999999,153.388351
Ampol Runaway Bay,Ampol,205 Bayview Street,Runaway Bay,Queensland,-27.9039749999999,153.401847
Independent Cue,Independent Fuel Supplies,51-53 Austin Street,Cue,Western Australia,-27.423845,117.897208
Independent Crows Nest,Independent Fuel Supplies,36 Emu Creek Road,Crows Nest,Queensland,-27.2564199999999,152.05282
Woolworths Caltex Beerwah,Caltex,Peachester Road,Beerwah,Queensland,-26.856709,152.955223
Woolworths Caltex Caloundra,Caltex,37 Caloundra Road,Caloundra West,Queensland,-26.7958679999999,153.110542
Caltex Caloundra,Caltex,20 Newing Way,Caloundra West,Queensland,-26.789977,153.111389
Caltex Jandowae,Caltex,31 High Street,Jandowae,Queensland,-26.779707,151.108963
Woolworths Caltex Currimundi,Caltex,Cnr Bellara Drive and Nicklin Way,Currimundi,Queensland,-26.77384,153.122093
Caltex Currimundi,Caltex,744-746 Nicklin Way,Currimundi,Queensland,-26.771656,153.1229
Caltex Kawana Waters,Caltex,12 Textile Avenue,Kawana Waters,Queensland,-26.7295369999999,153.123866
Woolworths Caltex Buderim,Caltex,18 University Way,Sippy Downs,Queensland,-26.718447,153.050435
Caltex Tanawha,Independent Fuel Supplies,420 Tanawha Tourist Drive,Tanawha,Queensland,-26.712657,153.047289
Woolworths Caltex Mountain Creek,Caltex,Lot 2 Karawatha Drive,Mountain Creek,Queensland,-26.6937829999999,153.090473
Caltex Buderim,Caltex,69 Enterprise Street,Kunda Park,Queensland,-26.670065,153.02668
Caltex Woolworths Maroochydore,Caltex,78-84 Aerodrome Road,Maroochydore,Queensland,-26.6594249999999,153.097256
Woolworths Caltex Nambour,Caltex,178 Currie Street,Nambour,Queensland,-26.630525,152.95972
Caltex Bli Bli,Caltex,297 David Low Way,Bli Bli,Queensland,-26.6224579999999,153.042221
Caltex Nambour,Caltex,19-21 Rigby Street,Nambour,Queensland,-26.618433,152.962596
Caltex Meekatharra,Caltex,Great Northern Highway and Gascoyne Junction Road,Meekatharra,Western Australia,-26.5962929999999,118.493361
Caltex Peregian Beach South,Caltex,2215 David Low Way,Peregian Beach South,Queensland,-26.489636,153.093895
Woolworths Caltex Noosaville,Caltex,28 Eenie Creek Road,Noosaville,Queensland,-26.4119469999999,153.049695
Caltex Noosaville,Caltex,13 Venture Drive,Noosaville,Queensland,-26.408036,153.044805
Caltex Tewantin,Caltex,44 Doonella Street,Tewantin,Queensland,-26.3927009999999,153.039006
Caltex Pomona,Caltex,19 Factory Street,Pomona,Queensland,-26.36412,152.856262
Caltex Gympie South,Caltex,46 Geordie Road,Gympie South,Queensland,-26.218655,152.686242
Caltex Gympie,Caltex,176 Brisbane Road,Gympie,Queensland,-26.2101099999999,152.683243
Caltex Gympie South,Caltex,46 Geordie Road,Gympie,Queensland,-26.218725363,152.686226385
Woolworths Caltex Gympie,Caltex,14 Wickham Street,Gympie,Queensland,-26.192022,152.657089
Independent Gympie,BP,88 Mellor Street,Gympie,Queensland,-26.186968,152.669122
Caltex Denham,Caltex,85-87 Knight Terrace,Denham,Western Australia,-25.929256,113.537199
Independent Tin Can Bay,Caltex,130 Emperor Street,Tin Can Bay,Queensland,-25.914932,152.997783
Woolworths Caltex Maryborough,Caltex,110 Adelaide Street,Maryborough,Queensland,-25.540544,152.699551
Ampol Maryborough,Independent Fuel Supplies,Cnr John and Walker Street,Maryborough,Queensland,-25.532659,152.702856
Caltex Maryborough,Caltex,415 Alice Street,Maryborough,Queensland,-25.532345,152.688549
Ampol Newman,Ampol,21 Willis Street,Newman,Western Australia,-23.370584,119.732579
Caltex Exmouth,Caltex,77 Maidstone Crescent,Exmouth,Western Australia,-21.9327249999999,114.127371
Ampol Marble Bar,Ampol,40 Halse Road,Marble Bar,Western Australia,-21.1747779999999,119.750472
Caltex Karratha,Caltex,25-27 Bathgate Road,Karratha,Western Australia,-20.7440119999999,116.809089
Woolworths Caltex Karratha,Caltex,13-17 Warambie Road,Karratha,Western Australia,-20.732852,116.843902
Caltex South Hedland,Caltex,67-71 Hamilton Road,South Hedland,Western Australia,-20.4014579999999,118.595245
Woolworths Caltex Port Hedland,Caltex,Lot 835 Wilson Street,Port Hedland,Western Australia,-20.311953,118.607798
Kel Campbell Pty Ltd,Independent Fuel Supplies,345 Princes Highway,Milton,New South Wales,-35.3312814729999,150.449495241
Direct Fuel Supplies,Caltex,3 Spencer Street,Bridgetown,Western Australia,-33.9590040419999,116.138489804
Caltex,Caltex,Lot 429 Wake Road,Cleve,South Australia,-33.701456117,136.483324547
Oilsplus Pty Ltd,Caltex,63 Lowes Mount Road,Oberon,New South Wales,-33.695021308,149.856422983
Craybrook Nominees P/L,Caltex,84 Strelly Street,Busselton,Western Australia,-33.66283077,115.348582359
Caltex Bourke ,Caltex,85 Anson Street,Bourke,New South Wales,-30.094818807,145.941454019
Geraldton Fuel,Caltex,214 Shenton Street,West End,Western Australia,-28.7828882049999,114.597549959
South East Queensland Fuels Pty Ltd,Caltex,Cnr Gibbs Street and Gold Coast Highway,Biggera Waters,Queensland,-27.9338094029999,153.383269755
McClintocks Fuel Supplies,Ampol,116 Noosa Road,Gympie,Queensland,-26.175068,152.680154
Fraser Coast Fuel Pty Ltd,Caltex,182 Kent Street,Maryborough,Queensland,-25.544538025,152.711174648
Mobil Kingston,7-Eleven Pty Ltd,12 Princes Highway,Rosetown,South Australia,-36.8222759999999,139.864237
Charlton,Caltex,Calder Highway,Charlton,Victoria,-36.270905452,143.35313993
Mobil Walbundrie,Independent Fuel Supplies,Walbundrie Road,Walbundrie,New South Wales,-35.691278,146.721511
Mobil Swan Hill,7-Eleven Pty Ltd,1-9 Beveridge Street,Swan Hill,Victoria,-35.334333,143.557057
Mobil Tumut,7-Eleven Pty Ltd,42-44 Adelong Road,Tumut,New South Wales,-35.295856,148.212779
Mobil Pinnaroo,7-Eleven Pty Ltd,Mallee Highway,Pinnaroo,South Australia,-35.2601759999999,140.915172
Mobil Tailem Bend,7-Eleven Pty Ltd,Lot 519 Princes Highway,Tailem Bend,South Australia,-35.2400049999999,139.440161
Mobil South Gundagai,Independent Fuel Supplies,107 Eagle Street,South Gundagai,New South Wales,-35.08385,148.095977
Mobil Manangatang,7-Eleven Pty Ltd,21 Wattle Street,Manangatang,Victoria,-35.0537919999999,142.88232
Mobil Mypolonga,7-Eleven Pty Ltd,Coolibah Road and Carawatha Road,Mypolonga,South Australia,-35.0284149999999,139.347799
Mobil Port Lincoln,7-Eleven Pty Ltd,1 Swaffer Street,Port Lincoln,South Australia,-34.7329129999999,135.85501
Mobil Port Lincoln,7-Eleven Pty Ltd,8-28 Hallet Place,Port Lincoln,South Australia,-34.720043,135.855735
Mobil North Shields,7-Eleven Pty Ltd,Lot 1 Lincoln Highway,North Shields,South Australia,-34.629747,135.863585
Mobil Coffin Bay,7-Eleven Pty Ltd,113 Esplanade,Coffin Bay,South Australia,-34.623168,135.471127
Mobil Robinvale,7-Eleven Pty Ltd,70-74 Bromley Road,Robinvale,Victoria,-34.5832609999999,142.770582
Mobil Mittagong,7-Eleven Pty Ltd,51 Main Street,Mittagong,New South Wales,-34.4499929999999,150.45009
Mobil Loxton,7-Eleven Pty Ltd,20 Bookpurnong Road,Loxton,South Australia,-34.449626,140.574051
Mobil Tumby Bay,7-Eleven Pty Ltd,Bratten Way and Trezise Street,Tumby Bay,South Australia,-34.3751629999999,136.097656
Mobil Tumby Bay,7-Eleven Pty Ltd,1 Bratten Way,Tumby Bay,South Australia,-34.3748469999999,136.100089
Mobil Meribein South,7-Eleven Pty Ltd,Sturt Highway and Cowanna Avenue,Merbein South,Victoria,-34.2153069999999,142.026025
Mobil Mildura,7-Eleven Pty Ltd,787-793 Fifteenth Street,Mildura,Victoria,-34.2108679999999,142.142178
Mobil Mildura,7-Eleven Pty Ltd,90 Seventh Street,Mildura,Victoria,-34.186612,142.168622
Mobil Wentworth,7-Eleven Pty Ltd,67 Silver City Highway,Wentworth,New South Wales,-34.106754,141.918021
Mobil Dareton,7-Eleven Pty Ltd,17 Tapio Street,Coomealla,New South Wales,-34.096054,142.042403
Mobil Arno Bay,Independent Fuel Supplies,33 Tel El Kebir Terrace,Arno Bay,South Australia,-33.911717,136.568575
Mobil Oberon,7-Eleven Pty Ltd,84 Oberon Street,Oberon,New South Wales,-33.704965,149.860457
Mobil Cleve,Independent Fuel Supplies,1 Cowell Road,Cleve,South Australia,-33.702216,136.499781
Mobil Hillston,7-Eleven Pty Ltd,165-167 Cowper Street,Hillston,New South Wales,-33.490605,145.537777
Mobil Whyalla,7-Eleven Pty Ltd,3 Beerworth Avenue,Whyalla,South Australia,-33.0225399999999,137.564924
Mobil Streaky Bay,7-Eleven Pty Ltd,48-52 Wells Street,Streaky Bay,South Australia,-32.7968799999999,134.209604
Mobil Mudgee,7-Eleven Pty Ltd,15 Castlereagh Highway,Mudgee,New South Wales,-32.606704,149.599765
Ceduna,7-Eleven Pty Ltd,55 McKenzie Street,Ceduna,South Australia,-32.1213549999999,133.687134
Mobil Nullarbor,7-Eleven Pty Ltd,Eyre Highway,Border Village,South Australia,-31.4500189999999,130.896022
Mobil Walcha,7-Eleven Pty Ltd,18N Derby Street,Walcha,New South Wales,-30.9845579999999,151.593969
Mobil Leigh Creek,7-Eleven Pty Ltd,Black Oak Drive and Barndioota Road,Leigh Creek,South Australia,-30.5933199999999,138.407991
Mobil Moree,7-Eleven Pty Ltd,65 Greenbah Road,Moree,New South Wales,-29.4620695799999,149.822881723
Mobil Doonan,7-Eleven Pty Ltd,686 Edmundi Street,Doonan,Queensland,-26.445758,153.022591
Mobil Noosaville,7-Eleven Pty Ltd,207 Gympie Terrace,Noosaville,Queensland,-26.398179,153.06291
Mobil Noosa Heads,7-Eleven Pty Ltd,66 Noosa Drive,Noosa Heads,Queensland,-26.396465,153.088002
Shell Roadhouse Kingston,Shell,Princes Highway,Kingston SE,South Australia,-36.824711,139.861716
Kenwar Motors,Shell,16 Princes Highway,Narooma,New South Wales,-36.2133739999999,150.123306
Tuross Head ,Shell,36 Evans Road,Tuross Head,New South Wales,-36.0587639999999,150.139278
Firelock Fuels Moruya,Shell,5 Princes Highway,Moruya,New South Wales,-35.9044989999999,150.081621
Broulee Supermart,Shell,23 Grant Street,Broulee,New South Wales,-35.853877,150.175952
Coles Express Batehaven,7-Eleven Pty Ltd,264 Beach Road,Batehaven,New South Wales,-35.7325109999999,150.199738
Coles Express Victor Harbour,Shell,165-167 Hindmarsh Road,Victor Harbor,South Australia,-35.551032,138.623129
Coles Express Ulladulla,Shell,153 Princes Highway,Ulladulla,New South Wales,-35.3628849999999,150.472717
Holts Swan Hill,7-Eleven Pty Ltd,6 Pritchard Street,Swan Hill,Victoria,-35.33607,143.559052
Murray Goulburn Swan Hill,Independent Fuel Supplies,113-117 Karinie Street,Swan Hill,Victoria,-35.3274289999999,143.550019
Coles Express Tumut,Shell,168-170 Snowy Mountains Highway,Tumut,New South Wales,-35.302557,148.202246
Coles Express Tailem Bend,Shell,69-71 Princes Highway,Tailem Bend,South Australia,-35.2537349999999,139.453116
Coles Express Gundagai,Shell,99-115 Mount Street,South Gundagai,New South Wales,-35.082261,148.094212
Vincentia Auto Marine,Shell,153 Elizabeth Drive,Vincentia,New South Wales,-35.0699729999999,150.675618
Queen Bee Roadhouse,Independent Fuel Supplies,75-79 Farrell Street,Ouyen,Victoria,-35.061205,142.318359
Littlehampton ,Shell,35 North Terrace,Littlehampton,South Australia,-35.049478,138.859484
Coles Express Albany,Shell,250 Albany Highway,Albany,Western Australia,-35.00979,117.87082
Golden Wattle ,Shell,24 Nockolds Street,Walpole,Western Australia,-34.976569,116.731221
Karri Hi ,Shell,40 South Coast Highway,Denmark,Western Australia,-34.95998,117.35415
Lower King ,Shell,629 Lower King Road,Lower King,Western Australia,-34.9491859999999,117.943591
Coles Express Port Lincoln,Shell,91 Tasman Terrace,Port Lincoln,South Australia,-34.7211849999999,135.860176
Coles Express Moss Vale,Shell,579 Argyle Street,Moss Vale,New South Wales,-34.553033,150.364538
Coles Express Bowral,Shell,426 Bong Bong Street,Bowral,New South Wales,-34.482704,150.417383
Coles Express Mittagong,Shell,224 Old Hume Highway,Mittagong,New South Wales,-34.447282,150.432656
Benetook Automotive,Shell,488-490 Benetook Avenue,Mildura,Victoria,-34.206363,142.167493
Coles Express Waikerie,Shell,1 Peake Terrace,Waikerie,South Australia,-34.1787019999999,139.985154
Coles Express Buronga,Shell,29-39 Sturt Highway,Buronga,New South Wales,-34.171281,142.186464
